COMP_CODE,COMP_CONM,COMP_NAME,COMP_RAT,COMP_CLAS,COMP_CLAS1,COMP_CLAS2,OLD_PRIC,NEW_PRIC,COMP_PRIC,CURR_JUN06,COMP_DESC,COMP_PRNT,JUN06
AEWM2103,AE,WATTMETER,"240 DEG. SCALE,144 X 144 mmi","110V,3PH,4W",,,3060.00,3060.00,3060.00,990.00,"240D,144mmi,110V,3PH4W",WATTMETER,0.00
AEWM2104,AE,WATTMETER,"240 DEG. SCALE,144 X 144 mmi","440V,1PH",,,2720.00,2720.00,2720.00,990.00,"240D,144mmi,440V,1PH",WATTMETER,0.00
AEWM2105,AE,WATTMETER,"240 DEG. SCALE,144 X 144 mmi","440V,3PH,3W",,,3060.00,3060.00,3060.00,990.00,"240D,144mmi,440V,3PH3W",WATTMETER,0.00
AEWM2106,AE,WATTMETER,"240 DEG. SCALE,144 X 144 mmi","440V,3PH,4W",,,3060.00,3060.00,3060.00,990.00,"240D,144mmi,440V,3PH4W",WATTMETER,0.00
AEWM2901,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","110V,1PH",,,2520.00,2520.00,2520.00,850.00,"240D,96mmi,110V,1PH",WATTMETER,0.00
AEWM2902,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","110V,3PH,3W",,,3060.00,3060.00,3060.00,850.00,"240D,96mmi,110V,3PH3W",WATTMETER,0.00
AEWM2903,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","110V,3PH,4W",,,3060.00,3060.00,3060.00,850.00,"240D,96mmi,110V,3PH4W",WATTMETER,0.00
AEWM2904,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","440V,1PH",,,2720.00,2720.00,2720.00,850.00,"240D,96mmi,440V,1PH",WATTMETER,0.00
AEWM2905,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","440V,3PH,3W",,,3060.00,3060.00,3060.00,850.00,"240D,96mmi,440V,3PH3W",WATTMETER,0.00
AEWM2906,AE,WATTMETER,"240 DEG. SCALE,96 X 96 mmi","440V,3PH,4W",,,3060.00,3060.00,3060.00,850.00,"240D,96mmi,440V,3PH4W",WATTMETER,0.00
AEWM9102,AE,WATTMETER,"90 DEG. SCALE,144 X 144 mmi","110V,3PH,3W",SW-144-3P-2E,,3024.00,2520.00,3024.00,2520.00,"90D,144mmi,110V,3PH3W",WATTMETER,0.00
AEWM9103,AE,WATTMETER,"90 DEG. SCALE,144 X 144 mmi","110V,3PH,4W",SW-144-3P-3E,,3672.00,3060.00,3672.00,3060.00,"90D,144mmi,110V,3PH4W",WATTMETER,0.00
AEWM9105,AE,WATTMETER,"90 DEG. SCALE,144 X 144 mmi","440V,3PH,3W",SW-144-3P-2E,,3024.00,2520.00,3024.00,2520.00,"90D,144mmi,440V,3PH3W",WATTMETER,0.00
AEWM9106,AE,WATTMETER,"90 DEG. SCALE,144 X 144 mmi","440V,3PH,4W",SW-144-3P-3E,,3672.00,3060.00,3672.00,3060.00,"90D,144mmi,440V,3PH4W",WATTMETER,0.00
AEWM9902,AE,WATTMETER,"90 DEG. SCALE,96 X 96 mmi","110V,3PH,3W",SW-96-3P-2E,,2688.00,2240.00,2688.00,2240.00,"90D,96mmi,110V,3PH3W",WATTMETER,0.00
AEWM9903,AE,WATTMETER,"90 DEG. SCALE,96 X 96 mmi","110V,3PH,4W",SW-96-3P-3E,,3264.00,2720.00,3264.00,2720.00,"90D,96mmi,110V,3PH4W",WATTMETER,0.00
AEWM9905,AE,WATTMETER,"90 DEG. SCALE,96 X 96 mmi","440V,3PH,3W",SW-96-3P-2E,,2688.00,2240.00,2688.00,2240.00,"90D,96mmi,440V,3PH3W",WATTMETER,0.00
AEWM9906,AE,WATTMETER,"90 DEG. SCALE,96 X 96 mmi","440V,3PH,4W",SW-96-3P-3E,,3264.00,2720.00,3264.00,2720.00,"90D,96 mmi,440V,3PH4W",WATTMETER,0.00
AEWMDI01,AE,WATTMETER,DIGITAL,1 PH,COMPLETE WITH EXTERNAL TRANSDUCER,"1A OR 5A,110V OR 230V",5700.00,4750.00,5700.00,4750.00,DGTL 1PH,1PH WATTMETER,0.00
AEWMDI02,AE,WATTMETER,DIGITAL,"3PH3W,3PH4W BALANCED & UNBALANCED LOAD",COMPLETE WITH EXTERNAL TRANSDUCER,"1A OR 5A,110V OR 230V",6720.00,5600.00,6720.00,5600.00,"DGTL 3PH3W,3PH4W",3PH WATTMETER,0.00
APAN,APLAB,ANNUNCIATION WINDOW,,,,,780.00,0.00,780.00,650.00,,ANNUNCIATION WINDOW,0.00
ASCA01,ELCOP,CAPACITOR,1 KVAR,,,,140.00,0.00,140.00,140.00,1 KVAR,CAPACITOR,0.00
ASCA02,ELCOP,CAPACITOR,2 KVAR,,,,280.00,0.00,280.00,280.00,2 KVAR,CAPACITOR,0.00
ASCA03,ELCOP,CAPACITOR,3 KVAR,,,,420.00,0.00,420.00,420.00,3 KVAR,CAPACITOR,0.00
ASCA04,ELCOP,CAPACITOR,4 KVAR,,,,560.00,0.00,560.00,560.00,4 KVAR,CAPACITOR,0.00
ASCA05,ELCOP,CAPACITOR,5 KVAR,,,,700.00,0.00,700.00,700.00,5 KVAR,CAPACITOR,0.00
ASCA07,ELCOP,CAPACITOR,7.5KVAR,,,,1050.00,0.00,1050.00,1050.00,7.5KVAR,CAPACITOR,0.00
ASCA10,ELCOP,CAPACITOR,10 KVAR,,,,1400.00,0.00,1400.00,1400.00,10 KVAR,CAPACITOR,0.00
ASCA12,ELCOP,CAPACITOR,12.5KVAR,,,,1750.00,0.00,1750.00,1750.00,12.5KVAR,CAPACITOR,0.00
ASCA15,ELCOP,CAPACITOR,15KVAR,,,,2100.00,0.00,2100.00,2100.00,15KVAR,CAPACITOR,0.00
ASCA20,ELCOP,CAPACITOR,20KVAR,,,,2800.00,0.00,2800.00,2800.00,20KVAR,CAPACITOR,0.00
ASCA25,ELCOP,CAPACITOR,25KVAR,,,,3500.00,0.00,3500.00,3500.00,25KVAR,CAPACITOR,0.00
ASCA50,ELCOP,CAPACITOR,50 KVAR,,,,7000.00,0.00,7000.00,7000.00,50 KVAR CAPACITOR,CAPACITOR,0.00
AVCR01,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,1 STAGE,,,,7475.00,0.00,7475.00,6500.00,1 STAGE AUTOMATIC POWER FACTOR CORR.REL,1 STAGE APFCR,0.00
AVCR02,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,2 STAGE,,,,8107.50,0.00,8107.50,7050.00,2 STAGE AUTOMATIC POWER FACTOR CORR.REL,2 STAGE APFCR,0.00
AVCR03,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,3 STAGE,,,,8165.00,0.00,8165.00,7100.00,3 STAGE AUTOMATIC POWER FACTOR CORR.REL,3 STAGE APFCR,0.00
AVCR04,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,4 STAGE,,,,8510.00,0.00,8510.00,7400.00,4 STAGE AUTOMATIC POWER FACTOR CORR.REL,4 STAGE APFCR,0.00
AVCR05,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,5 STAGE,,,,8855.00,0.00,8855.00,7700.00,5 STAGE AUTOMATIC POWER FACTOR CORR.RE,5 STAGE APFCR,0.00
AVCR06,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,6 STAGE,,,,9142.50,0.00,9142.50,7950.00,6 STAGE AUTOMATIC POWER FACTOR CORR.RE,6 STAGE APFCR,0.00
AVCR07,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,7 STAGE,,,,9487.50,0.00,9487.50,8250.00,7 STAGE AUTOMATIC POWER FACTOR CORR.RE,7 STAGE APFCR,0.00
AVCR08,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,8 STAGE,,,,10522.50,0.00,10522.50,9150.00,8 STAGE AUTOMATIC POWER FACTOR CORR.RE,8 STAGE APFCR,0.00
AVCR09,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,9 STAGE,,,,11385.00,0.00,11385.00,9900.00,9 STAGE AUTOMATIC POWER FACTOR CORR.RE,9 STAGE APFCR,0.00
AVCR10,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,10 STAGE,,,,11787.50,0.00,11787.50,10250.00,10 STAGE AUTOMATIC POWER FACTOR CORR.REL,10 STAGE APFCR,0.00
AVCR12,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,12 STAGE,,,,13110.00,0.00,13110.00,11400.00,12 STAGE AUTOMATIC POWER FACTOR CORR.REL,12 STAGE APFCR,0.00
AVCR14,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,14 STAGE,,,,16330.00,0.00,16330.00,14200.00,14 STAGE AUTOMATIC POWER FACTOR CORR.REL,14 STAGE APFCR,0.00
AVCR16,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,16 STAGE,,,,19262.50,0.00,19262.50,16750.00,16 STAGE AUTOMATIC POWER FACTOR CORR.REL,16 STAGE APFCR,0.00
AVCR20,AVOMEC,AUTOMATIC POWER FACTOR CORR.RELAY,20 STAGE,,,,19550.00,0.00,19550.00,17000.00,20 STAGE AUTOMATIC POWER FACTOR CORR.REL,20 STAGE APFCR,0.00
BCIL00SR,BCH,INDICATING LAMP,,SERIES RESISTOR TYPE,,,160.00,0.00,160.00,160.00,SERIES RESISTOR TYPE,INDICATING LAMP,0.00
BCIL00TF,BCH,INDICATING LAMP,,TRANSFORMER TYPE,,,205.00,0.00,205.00,205.00,TRANSFORMER TYPE,INDICATING LAMP,0.00
BCPB1101,BCH,PUSH BUTTON,1NO+1NC,SHROUDED TYPE,EA12+EA411,,177.00,0.00,177.00,177.00,1NO+1NC SHROUDED TYPE,PUSH BUTTON,0.00
BCPB1102,BCH,PUSH BUTTON,1NO+1NC,MUSHROOM STAYPUT,EA21+EA411,,206.00,0.00,206.00,206.00,1NO+1NC MSHROM STAPUT,PUSH BUTTON,0.00
BCPB1103,BCH,PUSH BUTTON,1NO+1NC,LOCKABLE TYPE,EA8K+EA411,,422.00,0.00,422.00,422.00,1NO+1NC LOCKABLE TYPE,PUSH BUTTON,0.00
BCPB2201,BCH,PUSH BUTTON,2NO+2NC,SHROUDED TYPE,EA12+EA411+EA421,,282.00,0.00,282.00,282.00,2NO+2NC SHROUDED TYPE,PUSH BUTTON,0.00
BCPB2202,BCH,PUSH BUTTON,2NO+2NC,MUSHROOM STAYPUT,EA21+EA411+EA421,,311.00,0.00,311.00,311.00,2NO+2NC MSHROM STAPUT,PUSH BUTTON,0.00
BCPB2203,BCH,PUSH BUTTON,2NO+2NC,LOCKABLE TYPE,EA8K+EA411+EA421,,527.00,0.00,527.00,527.00,2NO+2NC LOCKABLE TYPE,PUSH BUTTON,0.00
BCTA1001,BCH,TIMER (AC),1NO,KRTPN TYPE,ON/OFF DELAY,,1215.00,0.00,1215.00,1215.00,"1NO,ON/OFF KRTPN",TIMER (AC),0.00
BCTA1101,BCH,TIMER (AC),1NO+1NC,KRTPN TYPE,ON/OFF DELAY,,1615.00,0.00,1615.00,1615.00,"1NO+1NC,ON/OFF KRTPN",TIMER (AC),0.00
BCTA1102,BCH,TIMER (AC),1NO+1NC,KRTPCN TYPE,ON+OFF DELAY,,2010.00,0.00,2010.00,2010.00,"1NO+1NC,ON+OFF KRTPCN",TIMER (AC),0.00
BCTA2001,BCH,TIMER (AC),2NO,KRTPN TYPE,ON/OFF DELAY,,1340.00,0.00,1340.00,1340.00,"2NO,ON/OFF KRTPN",TIMER (AC),0.00
BCTA2201,BCH,TIMER (AC),2NO+2NC,KRTPN TYPE,ON/OFF DELAY,,1870.00,0.00,1870.00,1870.00,"2NO+2NC,ON/OFF KRTPN",TIMER (AC),0.00
BCTA2202,BCH,TIMER (AC),2NO+2NC,KRTPCN TYPE,ON+OFF DELAY,,2265.00,0.00,2265.00,2265.00,"2NO+2NC, KRTPCN TYPE",TIMER (AC),0.00
BCTD1001,BCH,TIMER (DC),1NO,KRTPN TYPE,ON/OFF DELAY,,1830.00,0.00,1830.00,1830.00,"1NO,ON/OFF KRTPN",TIMER (DC),0.00
BCTD1101,BCH,TIMER (DC),1NO+1NC,KRTPN TYPE,ON/OFF DELAY,,2180.00,0.00,2180.00,2180.00,"1NO+1NC,ON/OFF KRTPN",TIMER (DC),0.00
BCTD1102,BCH,TIMER (DC),1NO+1NC,KRTPCN TYPE,ON+OFF DELAY,,2590.00,0.00,2590.00,2590.00,"1NO+1NC,ON+OFF KRTPCN",TIMER (DC),0.00
BCTD2001,BCH,TIMER (DC),2NO,KRTPN TYPE,ON/OFF DELAY,,1955.00,0.00,1955.00,1955.00,"2NO,ON/OFF KRTPN",TIMER (DC),0.00
BCTD2201,BCH,TIMER (DC),2NO+2NC,KRTPN TYPE,ON/OFF DELAY,,2435.00,0.00,2435.00,2435.00,"2NO+2NC,ON/OFF KRTPN",TIMER (DC),0.00
BCTD2202,BCH,TIMER (DC),2NO+2NC,KRTPCN TYPE,ON+OFF DELAY,,2845.00,0.00,2845.00,2845.00,"2NO+2NC,ON+OFF KRTPCN",TIMER (DC),0.00
BHWH3301,BHEL,KWH METER,"30,3W",FLUSH MOUNTING,,,1300.00,0.00,1300.00,1300.00,"3PH3W,FLUSH MOUNTING",KWH METER,0.00
BHWH3302,BHEL,KWH METER,"30,3W",PROJECTION MOUNTING,,,1300.00,0.00,1300.00,1300.00,"3PH3W,PROJECTION MOUNT",KWH METER,0.00
BHWH3401,BHEL,KWH METER,"30,4W",FLUSH MOUNTING,,,1300.00,0.00,1300.00,1300.00,"3PH4W,FLUSH MOUNTING",KWH METER,0.00
BHWH3402,BHEL,KWH METER,"30,4W",PROJECTION MOUNTING,,,1300.00,0.00,1300.00,1300.00,"3PH4W,PROJECTION MOUNT",KWH METER,0.00
BIILENFL,BINAY ELECTRONICS,FLASHER,,LED TYPE ENHANCED,FIG.10,22.5MM WITH 3SB SIMULATIVE ADAPTER,224.25,0.00,224.25,195.00,LED TYPE 22.5MM AC/DC FLASHER 45-60V,FLASHER LED TYPE,0.00
BIILENLA,BINAY ELECTRONICS,INDICATING LAMP LED,,LED TYPE ENHANCED,FIG.10,22.5MM WITH 3SB SIMULATIVE ADAPTER,128.00,0.00,128.00,150.00,"LED TYPE 22.5MM AC/DC R,G,Y 4-60V",INDICATING LAMP LED TYPE,0.00
BIILENLB,BINAY ELECTRONICS,INDICATING LAMP LED BLUE,,LED TYPE ENHANCED,FIG.10,22.5MM WITH 3SB SIMULATIVE ADAPTER,160.00,0.00,160.00,385.00,LED TYPE 22.5MM AC/DC BLUE 4-60V,INDICATING LAMP LED TYPE BLUE,0.00
CGDM1010,CROMPTON GREAVES,MCCB(DC),10A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,10A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1040,CROMPTON GREAVES,MCCB(DC),10A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,10A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1110,CROMPTON GREAVES,MCCB(DC),100A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,100A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1140,CROMPTON GREAVES,MCCB(DC),100A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,100A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1240,CROMPTON GREAVES,MCCB(DC),1000A,40KA,KF1200H,06,54645.00,0.00,54645.00,54645.00,1000A 40KA KF1200H,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1310,CROMPTON GREAVES,MCCB(DC),125A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,125A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1340,CROMPTON GREAVES,MCCB(DC),125A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,125A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1440,CROMPTON GREAVES,MCCB(DC),1200A,40KA,KF1200H,06,59805.00,0.00,59805.00,59805.00,1200A 40KA KF1200H,MCCB WITH FRONT OPERATING HANDLE,0.00
CCGDM151,CROMPTON GREAVES,MCCB(DC),15A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,15A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1540,CROMPTON GREAVES,MCCB(DC),15A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,15A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1610,CROMPTON GREAVES,MCCB(DC),150A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,150A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1640,CROMPTON GREAVES,MCCB(DC),150A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,150A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1710,CROMPTON GREAVES,MCCB(DC),160A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,160A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1740,CROMPTON GREAVES,MCCB(DC),160A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,160A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1810,CROMPTON GREAVES,MCCB(DC),175A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,175A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM1840,CROMPTON GREAVES,MCCB(DC),175A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,175A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM2110,CROMPTON GREAVES,MCCB(DC),200A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,200A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM2140,CROMPTON GREAVES,MCCB(DC),200A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,200A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM2310,CROMPTON GREAVES,MCCB(DC),225A,10KA,KS200R,01,5000.00,0.00,5000.00,5000.00,225A 10KA KS200R,MCCB WITH FRONT OPERATING HANDLE,0.00
ECGDM2340,CROMPTON GREAVES,MCCB(DC),225A,40KA,KF225K,04,9250.00,0.00,9250.00,9250.00,225A 40KA KF225K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM2640,CROMPTON GREAVES,MCCB(DC),250A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,250A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM3010,CROMPTON GREAVES,MCCB(DC),30A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,30A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
ECGDM3040,CROMPTON GREAVES,MCCB(DC),30A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,30A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM3140,CROMPTON GREAVES,MCCB(DC),300A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,250A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM3640,CROMPTON GREAVES,MCCB(DC),350A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,350A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM4010,CROMPTON GREAVES,MCCB(DC),40A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,40A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM4040,CROMPTON GREAVES,MCCB(DC),40A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,40A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM4140,CROMPTON GREAVES,MCCB(DC),400A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,400A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM5010,CROMPTON GREAVES,MCCB(DC),50A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,50A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM5040,CROMPTON GREAVES,MCCB(DC),50A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,50A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM5140,CROMPTON GREAVES,MCCB(DC),500A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,500A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM6010,CROMPTON GREAVES,MCCB(DC),60A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,60A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM6040,CROMPTON GREAVES,MCCB(DC),60A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,60A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM6140,CROMPTON GREAVES,MCCB(DC),600A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,600A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM6440,CROMPTON GREAVES,MCCB(DC),630A,40KA,KF600K,05,14630.00,0.00,14630.00,14630.00,630A 40KA KF600K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM7140,CROMPTON GREAVES,MCCB(DC),700A,40KA,KF800K,05,16850.00,0.00,16850.00,16850.00,700A 40KA KF800K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM7510,CROMPTON GREAVES,MCCB(DC),75A,10KA,KS100S,01,2435.00,0.00,2435.00,2435.00,75A 10KA KS100S,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM7540,CROMPTON GREAVES,MCCB(DC),75A,40KA,KF100K,03,6250.00,0.00,6250.00,6250.00,75A 40KA KF100K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGDM8140,CROMPTON GREAVES,MCCB(DC),800A,40KA,KF800K,05,16850.00,0.00,16850.00,16850.00,800A 40KA KF800K,MCCB WITH FRONT OPERATING HANDLE,0.00
CGPS0410,CROMPTON GREAVES,PLUG & SOCKET,10A,4PIN,AP10+AS10+A-10,PLUG +SOCKET+ADAPTER BOX,194.00,0.00,194.00,194.00,10A 4PIN,PLUG & SOCKET,0.00
CGPS0413,CROMPTON GREAVES,PLUG & SOCKET,125A,4PIN,CP125+CS125+C-125,PLUG +SOCKET+ADAPTER BOX,4418.00,0.00,4418.00,4418.00,125A 4PIN,PLUG & SOCKET,0.00
CGPS0420,CROMPTON GREAVES,PLUG & SOCKET,20A,4PIN,BP20+BS20+B-20,PLUG +SOCKET+ADAPTER BOX,194.00,0.00,194.00,194.00,20A 4PIN,PLUG & SOCKET,0.00
CGPS0430,CROMPTON GREAVES,PLUG & SOCKET,30A,4PIN,BP30+BS30+B-30,PLUG +SOCKET+ADAPTER BOX,338.00,0.00,338.00,338.00,30A 4PIN,PLUG & SOCKET,0.00
CGPS0463,CROMPTON GREAVES,PLUG & SOCKET,63A,4PIN,CP63+CS63+C-63,PLUG +SOCKET+ADAPTER BOX,1705.00,0.00,1705.00,1705.00,63A 4PIN,PLUG & SOCKET,0.00
COTS,CONCORD,TEST/SERVICE LIMIT SWITCH,,,,,250.00,0.00,250.00,250.00,,TEST/SERVICE LIMIT SWITCH,0.00
CSAU,C&S,AUXILIARY SWITCH 1NO+1NC,,,,,480.00,0.00,430.00,230.00,1NO+1NC,,0.00
CSAU22,C&S,AUXILIARY SWITCH 2NO+2NC,,,,,940.00,0.00,830.00,460.00,2NO+2NC,,0.00
CSAXAS55,C&S,ACB ACCESSORIES,AUX.SWITCH,5NO+5NC,AXH-5A5B,,1.00,0.00,1.00,1.00,AUX.SWITCH 5NO+5NC,,0.00
CSAXAS77,C&S,ACB ACCESSORIES,AUX.SWITCH,7NO+7NC,AXH-7A7B,,1.00,0.00,1.00,1.00,AUX.SWITCH 7NO+7NC,,0.00
CSAXC112,C&S,ACB ACCESSORIES,1000A,CT NEUTRAL,ATB-210,,1.00,0.00,1.00,1.00,1000A CT NEUTRAL,,0.00
CSAXC114,C&S,ACB ACCESSORIES,1250A,CT NEUTRAL,ATB-213,,1.00,0.00,1.00,1.00,1250A CT NEUTRAL,,0.00
CSAXC118,C&S,ACB ACCESSORIES,1600A,CT NEUTRAL,ATB-216,,1.00,0.00,1.00,1.00,1600A CT NEUTRAL,,0.00
CSAXC122,C&S,ACB ACCESSORIES,2000A,CT NEUTRAL,ATB-220,,1.00,0.00,1.00,1.00,2000A CT NEUTRAL,,0.00
CSAXC127,C&S,ACB ACCESSORIES,2500A,CT NEUTRAL,ATB-225,,1.00,0.00,1.00,1.00,2500A CT NEUTRAL,,0.00
CSAXC134,C&S,ACB ACCESSORIES,3200A,CT NEUTRAL,ATB-332,,1.00,0.00,1.00,1.00,3200A CT NEUTRAL,,0.00
CSAXC141,C&S,ACB ACCESSORIES,400A,CT NEUTRAL,ATB-204,,1.00,0.00,1.00,1.00,400A CT NEUTRAL,,0.00
CSAXC142,C&S,ACB ACCESSORIES,4000A,CT NEUTRAL,ATB-440,,1.00,0.00,1.00,1.00,4000A CT NEUTRAL,,0.00
CSAXC164,C&S,ACB ACCESSORIES,630A,CT NEUTRAL,ATB-206,,1.00,0.00,1.00,1.00,630A CT NEUTRAL,,0.00
CSAXC181,C&S,ACB ACCESSORIES,800A,CT NEUTRAL,ATB-208,,1.00,0.00,1.00,1.00,800A CT NEUTRAL,,0.00
CSAXC312,C&S,ACB ACCESSORIES,1000A,CT THREE PHASE,ATB-110,,1.00,0.00,1.00,1.00,1000A CT THREE PHASE,,0.00
CSAXC314,C&S,ACB ACCESSORIES,1250A,CT THREE PHASE,ATB-113,,1.00,0.00,1.00,1.00,1250A CT THREE PHASE,,0.00
CSAXC318,C&S,ACB ACCESSORIES,1600A,CT THREE PHASE,ATB-116,,1.00,0.00,1.00,1.00,1600A CT THREE PHASE,,0.00
CSAXC341,C&S,ACB ACCESSORIES,400A,CT THREE PHASE,ATB-040,,1.00,0.00,1.00,1.00,400A CT THREE PHASE,,0.00
CSAXC364,C&S,ACB ACCESSORIES,630A,CT THREE PHASE,ATB-063,,1.00,0.00,1.00,1.00,630A CT THREE PHASE,,0.00
CSAXC381,C&S,ACB ACCESSORIES,800A,CT THREE PHASE,ATB-080,,1.00,0.00,1.00,1.00,800A CT THREE PHASE,,0.00
CSAXCK,C&S,ACB ACCESSORIES,CASTLE KEY,AK1,,,3990.00,0.00,4545.00,2300.00,CASTLE KEY AK1,,0.00
CSAXCR,C&S,ACB ACCESSORIES,CLOSING TRIP,AVH-C,,,2200.00,0.00,2130.00,1000.00,CLOSING TRIP AVH-C,,0.00
CSAXCS12,CU STUBS,CU STUBS,1000 A,,,,1.00,0.00,1.00,1.00,NIL 1000A CU STUBS,,0.00
CSAXCS14,CU STUBS,CU STUBS,1250 A,,,,1.00,0.00,1.00,7500.00,1250 A/1600 A CU STUBS-TP,,0.00
CSAXCS18,CU STUBS,CU STUBS,1600 A,,,,1.00,0.00,1.00,6573.00,1600 A CU STUBS-TP,,0.00
CSAXCS22,CU STUBS,CU STUBS,2000 A,,,,1.00,0.00,1.00,14115.00,2000 A CU STUBS-TP,,0.00
CSAXCS27,CU STUBS,CU STUBS,2500 A,,,,1.00,0.00,1.00,14115.00,2500 A CU STUBS-TP,,0.00
CSAXCS34,CU STUBS,CU STUBS,3200 A,,,,1.00,0.00,1.00,21773.00,3200 A CU STUBS-TP,,0.00
CSAXCS42,CU STUBS,CU STUBS,4000 A,,,,1.00,0.00,1.00,21773.00,4000 A CU STUBS-TP,,0.00
